RecordID,StudentID,StudentName,Gender,Level,Department,CourseCode,CourseTitle,ExamDate,ExamStart,DurationMin,NumQuestions,Location,Seat,Invigilator,MalpracticeType,Evidence,ReportDetails,Penalty,Outcome,Grade
112,U2022/680189,Seyi Ogunbanwo,Female,300,Sociology,MEE201,Thermodynamics,2024-07-27,13:30,150,25,Science LT1,C13,Mrs. J. Obi,Threat/harassment of invigilator,No,Name on script mismatched ID card,Suspension (2 semesters),Confirmed,E
113,U2024/612036,Ayomide Oyeniyi,Male,400,Biochemistry,IFT211,Computer Organization & Architecture,2024-12-11,12:45,150,60,Old Hall,A54,Mrs. K. Adeyemi,Collusion/whispering,Yes,Notes found under question paper,Score Cancelled (0),Pending,F
114,U2024/606676,Tunde Ogunbanjo,Male,200,Political Science,ACC201,Financial Accounting,2024-08-24,09:15,60,40,Main Hall A,J36,Mr. C. Nnaji,Bribery attempt,Yes,Notes found under question paper,Suspension (1 semester),Pending,A
115,U2022/954814,Esther Balogun,Female,300,Computer Science,MTH101,Calculus I,2025-05-29,14:15,60,25,Main Hall B,F26,Dr. L. Ekanem,Bribery attempt,Yes,Verbal threat reported by invigilator,Suspension (1 semester),Pending,D
116,U2021/186702,Seun Oguntona,Female,300,Physics,IFT211,Computer Organization & Architecture,2024-03-23,08:00,150,60,CBN Annex,B58,Mrs. P. Lawal,Unauthorized material (calculator),Yes,Notes found under question paper,Warning,Pending,D
117,U2024/251195,Cynthia Garba,Male,400,Business Administration,POL204,Nigerian Government,2024-02-17,09:30,180,25,Science LT1,C37,Prof. H. Danladi,Collusion/whispering,No,Verbal threat reported by invigilator,Score Cancelled (0),Pending,F
118,U2024/724540,Collins Iwuanyanwu,Male,300,Economics,MAC201,News Writing,2024-05-23,09:30,60,25,Sports Complex Hall,E51,Dr. L. Ekanem,Unauthorized material (calculator),Yes,Raised voice; disrupted hall,Suspension (2 semesters),Pending,D
119,U2023/846247,Hassan Okeke,Female,400,Economics,SOC203,Social Research Methods,2024-07-09,14:00,180,50,Science LT2,F07,Mrs. K. Adeyemi,Impersonation,Yes,Notes found under question paper,Suspension (2 semesters),Pending,F
120,U2020/127537,Abdul Ogunjobi,Male,300,Statistics,ECO202,Macro Economics,2024-10-03,09:15,60,40,CBN Annex,K51,Mrs. J. Obi,Unauthorized material (calculator),Yes,Programmable calculator with stored notes,Suspension (1 semester),Confirmed,A
121,U2023/253023,Kelechi Ogunbadejo,Female,400,Statistics,ACC201,Financial Accounting,2024-03-27,16:15,180,40,Science LT1,G20,Dr. L. Ekanem,Unauthorized material (calculator),Yes,Student observed using phone camera,Score Cancelled + Repeat Course,Pending,D
122,U2023/943135,Chisom Ogunlana,Female,400,Microbiology,IFT211,Computer Organization & Architecture,2024-07-19,15:00,90,50,Engineering LT,L39,Mr. T. Okeke,Cheat notes/crib,No,Identical answers with neighbor,Suspension (2 semesters),Pending,D
123,U2023/482746,Sade Ogunjinmi,Male,400,Accounting,IFT212,Systems Programming,2024-06-30,14:30,120,60,CBN Annex,J12,Mrs. P. Lawal,Threat/harassment of invigilator,Yes,Notes found under question paper,Expulsion (severe cases),Pending,F
124,U2023/927406,Ruth Abubakar,Female,200,Mass Communication,ECO202,Macro Economics,2024-10-25,09:45,150,40,CBN Annex,H38,Mr. C. Nnaji,Copying from neighbor,Yes,Offered inducement after paper,Suspension (1 semester),Confirmed,E
125,U2023/889245,Chisom Oguntona,Male,100,Statistics,ACC201,Financial Accounting,2025-01-03,16:00,60,40,Main Hall A,B17,Prof. H. Danladi,Exam script exchange,Yes,Offered inducement after paper,Suspension (1 semester),Confirmed,F
126,U2023/190025,Sade Ogunyemi,Female,200,Mass Communication,SOC203,Social Research Methods,2025-01-18,14:45,180,40,Science LT1,F30,Prof. H. Danladi,Exam script exchange,No,Offered inducement after paper,Score Cancelled + Repeat Course,Confirmed,E
127,U2021/876459,Ebuka Osemeke,Male,100,Mass Communication,MEE201,Thermodynamics,2025-04-08,13:00,120,25,Old Hall,C22,Mrs. P. Lawal,Use of mobile phone,Yes,Programmable calculator with stored notes,Score Cancelled (0),Pending,F
128,U2023/104666,Paul Oshodi,Male,400,Physics,IFT211,Computer Organization & Architecture,2024-07-07,10:45,150,25,Science LT1,N46,Mrs. K. Adeyemi,Threat/harassment of invigilator,No,Verbal threat reported by invigilator,Expulsion (severe cases),Confirmed,C
129,U2023/741003,Collins Ogunyinka,Male,200,Accounting,SOC203,Social Research Methods,2024-11-29,11:45,60,50,Science LT2,F55,Dr. L. Ekanem,Disorderly conduct,Yes,Verbal threat reported by invigilator,Suspension (2 semesters),Confirmed,D
130,U2023/538555,Oluwatosin Akinwale,Female,100,Physics,PHY102,General Physics II,2024-05-17,13:00,90,50,Engineering LT,C32,Mrs. P. Lawal,Use of mobile phone,Yes,Whispering repeatedly despite warnings,Suspension (1 semester),Confirmed,E
131,U2023/688861,Taiwo Ogunseye,Female,300,Electrical Engineering,MEE201,Thermodynamics,2024-07-10,13:45,180,25,Engineering LT,L32,Mr. C. Nnaji,Exam script exchange,No,Raised voice; disrupted hall,Score Cancelled (0),Confirmed,E
132,U2023/676429,Khadija Udoh,Male,100,Statistics,CSC301,Operating Systems,2024-08-13,12:00,120,40,Science LT1,N35,Mrs. J. Obi,Bribery attempt,Yes,Offered inducement after paper,Suspension (1 semester),Confirmed,F
133,U2023/223088,Raphael Olayinka,Female,400,Biochemistry,CSC205,Data Structures,2024-08-11,14:00,90,50,CBN Annex,L28,Mr. T. Okeke,Cheat notes/crib,Yes,Verbal threat reported by invigilator,Warning,Pending,C
134,U2022/999695,Khadija Ogunmuyiwa,Male,200,Statistics,IFT212,Systems Programming,2024-03-01,13:30,180,40,Auditorium,N51,Mr. C. Nnaji,Exam script exchange,No,Notes found under question paper,Suspension (1 semester),Pending,F
135,U2023/573947,Ibrahim Ogunfowora,Male,200,Mechanical Engineering,CSC307,Database Systems,2024-05-29,13:15,150,60,Engineering LT,J48,Dr. R. Hassan,Collusion/whispering,Yes,Scripts exchanged mid-exam,Suspension (1 semester),Pending,E
136,U2023/381581,Blessing Ajayi,Female,300,Microbiology,MEE201,Thermodynamics,2024-01-03,09:45,120,25,Old Hall,K09,Dr. B. Yakubu,Bribery attempt,Yes,Raised voice; disrupted hall,Warning,Cleared (insufficient evidence),F
137,U2021/781571,Tochi Ogunbote,Female,100,Information Technology,CSC205,Data Structures,2025-04-15,08:00,90,60,Main Hall B,L24,Dr. R. Hassan,Disorderly conduct,Yes,Student observed using phone camera,Warning,Cleared (insufficient evidence),E
138,U2021/644676,Yusuf Ogunlana,Male,100,Economics,CSC401,Distributed Systems,2024-11-08,11:45,60,25,Main Hall A,M22,Mrs. K. Adeyemi,Cheat notes/crib,Yes,Programmable calculator with stored notes,Suspension (2 semesters),Pending,F
139,U2021/171734,Ope Ogunjinmi,Male,100,Mechanical Engineering,MEE201,Thermodynamics,2025-01-27,09:00,60,50,CBN Annex,L11,Dr. L. Ekanem,Exam script exchange,No,Scripts exchanged mid-exam,Score Cancelled (0),Pending,F
140,U2022/929504,Bola Obi,Female,400,Microbiology,CSC307,Database Systems,2025-03-29,11:00,60,40,Sports Complex Hall,B16,Mrs. P. Lawal,Use of mobile phone,Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Pending,E
141,U2023/504630,Sade Olowo,Female,300,Statistics,MIC301,Microbiology Techniques,2024-01-28,12:15,180,40,Sports Complex Hall,K05,Mrs. P. Lawal,Unauthorized material (calculator),Yes,Notes found under question paper,Score Cancelled (0),Pending,F
142,U2024/170813,Emeka Onuoha,Male,200,Economics,STA201,Probability Theory,2025-08-05,14:30,180,40,Main Hall A,A51,Mr. C. Nnaji,Disorderly conduct,No,Offered inducement after paper,Warning,Confirmed,D
143,U2024/442622,Collins Ogunyinka,Male,400,Economics,EEE203,Circuit Theory,2025-02-15,09:15,120,25,Science LT1,M28,Prof. H. Danladi,Copying from neighbor,Yes,Notes found under question paper,Warning,On Appeal,D
144,U2024/642347,Joseph Onuoha,Male,100,Mass Communication,ACC201,Financial Accounting,2024-02-26,12:15,60,25,Science LT2,C48,Dr. R. Hassan,Collusion/whispering,Yes,Student observed using phone camera,Score Cancelled + Repeat Course,Pending,F
145,U2024/274987,Efe Ogunbote,Female,300,Statistics,CSC101,Introduction to Computer Science,2025-03-15,12:00,120,25,Main Hall B,K44,Mrs. K. Adeyemi,Disorderly conduct,Yes,Name on script mismatched ID card,Suspension (1 semester),Pending,F
146,U2024/942127,Peter Ogunseye,Female,100,Political Science,CSC101,Introduction to Computer Science,2024-01-13,11:00,150,50,CBN Hall,F16,Mr. C. Nnaji,Unauthorized material (calculator),No,Scripts exchanged mid-exam,Warning,Pending,D
147,U2022/443199,Abdul Ogunlesi,Female,300,Information Technology,CSC301,Operating Systems,2025-05-29,08:15,90,25,Main Hall A,F13,Dr. R. Hassan,Unauthorized material (calculator),Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Confirmed,F
148,U2024/463251,Hassan Nwachukwu,Male,200,Mass Communication,MIC301,Microbiology Techniques,2025-01-12,15:15,180,40,Science LT2,A49,Mr. C. Nnaji,Collusion/whispering,Yes,Identical answers with neighbor,Score Cancelled (0),Confirmed,C
149,U2023/834891,Efe Ekanem,Male,200,Economics,EEE203,Circuit Theory,2025-05-18,08:15,120,25,CBN Annex,B33,Mr. T. Okeke,Cheat notes/crib,No,Programmable calculator with stored notes,Score Cancelled + Repeat Course,On Appeal,C
150,U2023/385166,Funke Abubakar,Male,100,Economics,POL204,Nigerian Government,2024-05-13,11:30,120,50,Auditorium,N50,Dr. B. Yakubu,Unauthorized material (calculator),Yes,Student observed using phone camera,Score Cancelled + Repeat Course,Confirmed,C
151,U2020/265271,Yusuf Otedola,Male,400,Mass Communication,CSC401,Distributed Systems,2024-11-17,14:00,180,50,CBN Hall,F10,Mrs. K. Adeyemi,Impersonation,Yes,Name on script mismatched ID card,Suspension (2 semesters),Confirmed,F
152,U2023/206857,Bola Ogunbiyi,Male,100,Physics,MAC201,News Writing,2024-11-02,12:15,60,60,Main Hall A,N15,Mr. T. Okeke,Disorderly conduct,Yes,Name on script mismatched ID card,Warning,Confirmed,F
153,U2020/144770,Temi Okoye,Male,100,Microbiology,BIO203,Biochemistry I,2024-09-22,09:00,60,40,CBN Annex,G53,Mr. C. Nnaji,Disorderly conduct,Yes,Raised voice; disrupted hall,Score Cancelled + Repeat Course,Pending,B
154,U2022/623125,Oyin Ogunlesi,Female,200,Accounting,ACC201,Financial Accounting,2024-08-07,10:30,120,60,Main Hall A,B18,Mr. C. Nnaji,Collusion/whispering,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),Confirmed,E
155,U2024/437226,Henry Balogun,Male,200,Physics,EEE203,Circuit Theory,2025-07-10,08:45,120,60,Main Hall A,F39,Prof. H. Danladi,Bribery attempt,Yes,Notes found under question paper,Suspension (1 semester),Pending,F
156,U2024/955937,Gloria Oladipo,Male,100,Statistics,MTH101,Calculus I,2025-04-28,16:30,180,40,CBN Annex,N25,Mrs. J. Obi,Collusion/whispering,Yes,Whispering repeatedly despite warnings,Score Cancelled + Repeat Course,Confirmed,D
157,U2024/424065,Somto Ogunbanjo,Male,300,Statistics,POL204,Nigerian Government,2025-01-02,08:30,180,40,Main Hall B,A15,Dr. B. Yakubu,Threat/harassment of invigilator,No,Name on script mismatched ID card,Expulsion (severe cases),Confirmed,A
158,U2020/987599,Ope Nwosu,Male,100,Accounting,MEE201,Thermodynamics,2024-07-25,10:30,90,50,Science LT2,M43,Mr. C. Nnaji,Cheat notes/crib,Yes,Verbal threat reported by invigilator,Score Cancelled (0),Confirmed,C
159,U2021/797860,Oluwaseun Uche,Female,300,Electrical Engineering,PHY102,General Physics II,2024-06-10,14:45,120,40,Science LT1,M45,Dr. R. Hassan,Bribery attempt,Yes,Whispering repeatedly despite warnings,Score Cancelled (0),On Appeal,D
160,U2021/447255,Felix Abubakar,Male,400,Political Science,CSC101,Introduction to Computer Science,2025-08-04,08:15,180,50,Science LT2,F11,Mrs. K. Adeyemi,Threat/harassment of invigilator,Yes,Scripts exchanged mid-exam,Expulsion (severe cases),Confirmed,E
161,U2023/617033,Ruth Kehinde,Female,200,Mechanical Engineering,MTH101,Calculus I,2024-03-10,13:30,60,25,Main Hall B,H51,Dr. B. Yakubu,Cheat notes/crib,Yes,Name on script mismatched ID card,Score Cancelled (0),Confirmed,C
162,U2020/673619,Abdul Ogunmola,Female,100,Business Administration,CSC301,Operating Systems,2024-01-21,13:30,60,25,Main Hall A,G42,Mr. T. Okeke,Exam script exchange,Yes,Verbal threat reported by invigilator,Suspension (1 semester),Pending,F
163,U2024/676363,Gbenga Okeke,Male,100,Information Technology,CSC401,Distributed Systems,2024-12-05,11:15,150,50,Science LT2,A28,Mrs. K. Adeyemi,Copying from neighbor,Yes,Identical answers with neighbor,Score Cancelled + Repeat Course,Pending,F
164,U2023/612855,Tunde Onuoha,Male,400,Mechanical Engineering,MIC301,Microbiology Techniques,2024-04-09,08:15,90,50,Sports Complex Hall,J25,Mr. T. Okeke,Use of mobile phone,Yes,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,Pending,F
165,U2020/189870,Femi Kehinde,Female,200,Mass Communication,BIO203,Biochemistry I,2024-02-15,12:45,150,50,CBN Annex,D36,Dr. A. Musa,Impersonation,Yes,Programmable calculator with stored notes,Suspension (2 semesters),Confirmed,F
166,U2024/254610,Yemi Ogunmodede,Male,400,Microbiology,ACC201,Financial Accounting,2024-08-29,15:30,60,60,Auditorium,D52,Prof. H. Danladi,Cheat notes/crib,Yes,Whispering repeatedly despite warnings,Score Cancelled + Repeat Course,On Appeal,B
167,U2024/580412,Emeka Ogunshola,Female,400,Mechanical Engineering,CSC301,Operating Systems,2024-05-31,12:30,60,25,Main Hall B,G10,Mr. T. Okeke,Unauthorized material (calculator),Yes,Verbal threat reported by invigilator,Score Cancelled + Repeat Course,Confirmed,E
168,U2020/280564,Opeyemi Bello,Male,100,Microbiology,CSC303,Computer Networks,2024-04-13,12:30,150,50,CBN Annex,K44,Mr. C. Nnaji,Unauthorized material (calculator),Yes,Notes found under question paper,Suspension (1 semester),Confirmed,E
169,U2020/339030,Bola Otedola,Female,200,Computer Science,STA201,Probability Theory,2025-05-01,12:30,60,50,Science LT2,E47,Mr. C. Nnaji,Copying from neighbor,Yes,Verbal threat reported by invigilator,Suspension (1 semester),Confirmed,F
170,U2024/696296,Amaka Uche,Male,400,Mechanical Engineering,IFT212,Systems Programming,2025-02-20,15:30,60,40,CBN Hall,A16,Dr. A. Musa,Use of mobile phone,Yes,Raised voice; disrupted hall,Score Cancelled (0),Confirmed,B
171,U2023/715388,Chidera Kehinde,Female,200,Business Administration,BIO203,Biochemistry I,2025-01-12,15:45,60,25,Auditorium,E48,Mrs. K. Adeyemi,Impersonation,Yes,Identical answers with neighbor,Suspension (2 semesters),Confirmed,B
172,U2020/597126,Hadiza Adegoke,Male,200,Political Science,CSC205,Data Structures,2025-08-08,11:15,90,40,CBN Annex,N01,Prof. H. Danladi,Copying from neighbor,Yes,Identical answers with neighbor,Suspension (1 semester),Confirmed,E
173,U2023/712879,Uche Okafor,Female,300,Economics,PHY102,General Physics II,2025-01-20,13:45,120,40,Old Hall,L39,Dr. B. Yakubu,Disorderly conduct,Yes,Identical answers with neighbor,Suspension (2 semesters),Confirmed,D
174,U2020/944554,Oluwatosin Bello,Female,400,Information Technology,CSC303,Computer Networks,2024-12-10,12:30,120,50,Sports Complex Hall,C47,Dr. A. Musa,Copying from neighbor,Yes,Raised voice; disrupted hall,Score Cancelled (0),Confirmed,F
175,U2022/631958,Tochi Ogunbadejo,Male,400,Economics,MTH101,Calculus I,2025-02-01,08:15,120,40,Science LT1,B31,Mr. T. Okeke,Bribery attempt,Yes,Identical answers with neighbor,Suspension (1 semester),Confirmed,F
176,U2022/714015,Fatima Omojola,Male,200,Physics,SOC203,Social Research Methods,2024-12-09,09:15,120,40,New Hall,A56,Dr. B. Yakubu,Copying from neighbor,Yes,Verbal threat reported by invigilator,Score Cancelled (0),On Appeal,F
177,U2021/459315,Oyin Ogunjinmi,Female,400,Sociology,CSC301,Operating Systems,2024-07-18,16:00,150,50,Auditorium,F56,Mr. T. Okeke,Unauthorized material (calculator),Yes,Student observed using phone camera,Warning,On Appeal,E
178,U2021/744328,Osas Ogunfowora,Female,300,Physics,CSC401,Distributed Systems,2024-02-29,08:45,120,40,Engineering LT,G31,Mr. C. Nnaji,Collusion/whispering,Yes,Notes found under question paper,Warning,Pending,B
179,U2021/207697,Henry Iwu,Female,300,Computer Science,IFT212,Systems Programming,2024-11-25,16:15,60,25,Auditorium,B53,Dr. A. Musa,Impersonation,Yes,Identical answers with neighbor,Score Cancelled (0),On Appeal,F
180,U2020/339513,Ifeoma Chukwu,Male,300,Economics,ECO202,Macro Economics,2024-05-17,13:45,120,40,Main Hall A,K33,Mr. T. Okeke,Collusion/whispering,No,Student observed using phone camera,Score Cancelled (0),On Appeal,D
181,U2020/537020,Omoni Okonkwo,Male,400,Sociology,CSC205,Data Structures,2024-09-18,16:00,180,25,Old Hall,E31,Mr. T. Okeke,Use of mobile phone,Yes,Name on script mismatched ID card,Suspension (1 semester),Pending,F
182,U2024/223453,Salihu Udoh,Male,300,Economics,CSC101,Introduction to Computer Science,2024-04-13,16:30,180,40,New Hall,D39,Prof. H. Danladi,Unauthorized material (calculator),Yes,Identical answers with neighbor,Expulsion (severe cases),Pending,F
183,U2020/113368,Femi Olanrewaju,Male,300,Mathematics,IFT212,Systems Programming,2025-02-23,12:15,60,60,CBN Annex,L32,Mr. T. Okeke,Impersonation,Yes,Student observed using phone camera,Suspension (2 semesters),Confirmed,F
184,U2022/477712,Kunle Kalu,Female,100,Sociology,CSC301,Operating Systems,2024-09-19,11:45,120,50,Main Hall B,B55,Dr. A. Musa,Disorderly conduct,Yes,Notes found under question paper,Warning,Confirmed,F
185,U2022/976303,Henry Nwachukwu,Female,300,Accounting,CSC401,Distributed Systems,2025-03-24,12:00,120,50,Engineering LT,L57,Mr. T. Okeke,Collusion/whispering,Yes,Student observed using phone camera,Suspension (1 semester),Confirmed,C
186,U2021/606545,Gbenga Udoh,Female,200,Information Technology,CSC205,Data Structures,2025-03-02,15:45,90,60,New Hall,A05,Dr. R. Hassan,Exam script exchange,Yes,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,On Appeal,A
187,U2021/979789,Ogochukwu Okonjo,Male,200,Physics,EEE203,Circuit Theory,2024-12-12,16:00,150,40,Main Hall A,L60,Mr. T. Okeke,Disorderly conduct,Yes,Offered inducement after paper,Suspension (1 semester),Confirmed,F
188,U2023/956794,Raphael Olawale,Female,200,Information Technology,MEE201,Thermodynamics,2025-05-18,13:15,120,50,New Hall,N37,Dr. L. Ekanem,Cheat notes/crib,Yes,Student observed using phone camera,Suspension (1 semester),Confirmed,F
189,U2024/749137,Hassan Otedola,Male,300,Information Technology,ECO202,Macro Economics,2025-05-24,08:00,150,60,Sports Complex Hall,L30,Mrs. J. Obi,Cheat notes/crib,Yes,Scripts exchanged mid-exam,Warning,Pending,F
190,U2022/970196,Hassan Adesina,Female,400,Accounting,IFT211,Computer Organization & Architecture,2025-07-27,15:30,150,25,Main Hall B,A58,Mr. T. Okeke,Use of mobile phone,Yes,Raised voice; disrupted hall,Score Cancelled + Repeat Course,Pending,C
191,U2020/893928,Oiza Okon,Male,100,Business Administration,ACC201,Financial Accounting,2024-07-19,11:00,150,40,New Hall,H43,Dr. B. Yakubu,Disorderly conduct,Yes,Offered inducement after paper,Score Cancelled + Repeat Course,Pending,C
192,U2024/282085,Janet Chukwu,Male,100,Biochemistry,MEE201,Thermodynamics,2024-02-19,16:45,180,60,Engineering LT,L39,Dr. B. Yakubu,Bribery attempt,Yes,Scripts exchanged mid-exam,Score Cancelled + Repeat Course,On Appeal,E
193,U2024/413433,Hannah Ogunlesi,Female,400,Microbiology,MAC201,News Writing,2024-09-11,12:45,120,50,Old Hall,L14,Prof. H. Danladi,Disorderly conduct,Yes,Name on script mismatched ID card,Suspension (2 semesters),Pending,F
194,U2023/806995,Felix Akpan,Female,300,Sociology,PHY102,General Physics II,2024-05-15,10:30,60,50,Engineering LT,N01,Mrs. P. Lawal,Bribery attempt,Yes,Student observed using phone camera,Suspension (1 semester),Confirmed,B
